Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Clade 4,Superfamily,Clade 5,Family,Subfamily,Lowest clade,Genus,Species,Taxon,Author,Year,Authority,Type_repository,Type_number,Type_specimen,Type_type,Repository_country,Type_country,Status,Notes
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tuditanus,mordax,Tuditanus mordax,Cope,1874,Cope (1874),AMNH,FARB 2566,AMNH multiple,Holotype,USA,USA,Junior synonym,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tuditanus,sculptilis,Tuditanus sculptilis,Moodie,1909a,Moodie (1909a),FMNH,UR 267,FMNH UR 138,Holotype,USA,USA,Junior synonym,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tuditanus,tabulatus,Tuditanus tabulatus,Cope,1877,Cope (1877),AMNH,FARB 6837,AMNH FARB 6834,Holotype,USA,USA,Junior synonym,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tuditanus,walcotti,Tuditanus walcotti,Moodie,1909b,Moodie (1909b),USNM,4474,USNM 4474,Holotype,USA,USA,Junior synonym,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Tungussogyrinus,bergi,Tungussogyrinus bergi,Efremov,1939,Efremov (1939),PIN,"206/1a, b","PIN 206/1a, b",Holotype,Russia,Russia,Valid,part/counterpart with 1a being lost
Temnospondyli,Rhachitomi,N,N,Dvinosauria,Dvinosauroidea,N/A,Tupilakosauridae,N/A,Tupilakosauridae,Tupilakosaurus,heilmani,Tupilakosaurus heilmani,Nielsen,1954,Nielsen (1954),MGUH,VP3328,MGUH VP3328,Holotype,Denmark,Greenland,Valid,
Temnospondyli,Rhachitomi,N,N,Dvinosauria,Dvinosauroidea,N/A,Tupilakosauridae,N/A,Tupilakosauridae,Tupilakosaurus,wetlugensis,Tupilakosaurus wetlugensis,Shishkin,1961,Shishkin (1961),PIN,1025/1,PIN 1025/1,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Uralosuchus,tverdochlebovae,Uralosuchus tverdochlebovae,Gubin,1993,Gubin (1993),PIN,4405/1,PIN 4405/1,Holotype,Russia,Russia,Uncertain,"It was not diagnosed by Schoch & Milner (2000) and has scarcely been mentioned in the literature since (e.g., Pacheco et al., 2017)"
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhinesuchidae,N/A,Rhinesuchidae,Uranocentrodon,madagascarensis,Uranocentrodon madagascarensis,Ochev,1966,Ochev (1966),MNHN,1909.3,MNHN 1909.3,Holotype,France,Madagascar,Nomen dubium,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhinesuchidae,Rhinesuchinae,Rhinesuchidae,Uranocentrodon,senekalensis,Uranocentrodon senekalensis,van Hoepen,1917,van Hoepen (1917),TM,"75, 75d, 75h","TM 75, 75d, 75h",Holotype,South Africa,South Africa,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Uruyiella,liminea,Uruyiella liminea,"Piñeiro, Marsicano, Lorenz",2007c,"Piñeiro, Marsicano, Lorenz (2007c)",FC-DPV,1598,FC-DPV 1369,Holotype,Uruguay,Uruguay,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Vanastega,plurimidens,Vanastega plurimidens,"Damiani, Kitching",2003,"Damiani, Kitching (2003)",BP,1/4004,BP/1/214,Holotype,South Africa,South Africa,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Vigilius,wellesi,Vigilius wellesi,"Warren, Marsicano",2000,"Warren, Marsicano (2000)",UCMP,36199,UCMP 36199,Holotype,USA,USA,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Vladlenosaurus,alexeyevi,Vladlenosaurus alexeyevi,"Morkovin, Novikov",2000,"Morkovin, Novikov (2000)",PIN,4831/10,PIN 4831/10,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Benthosuchidae,N/A,Benthosuchidae,Vyborosaurus,mirus,Vyborosaurus mirus,Novikov,1990,Novikov (1990),PIN,3360/9,PIN 3360/9,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Trematosauridae,Lonchorhynchinae,Trematosauridae,Wantzosaurus,elongatus,Wantzosaurus elongatus,Lehman,1961,Lehman (1961),MNHN,MAE3030,MNHN MAE3030,Holotype,France,Madagascar,Valid,holotype figured without number
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,,,Capitosauroidea,Warrenisuchus,aliciae,Warrenisuchus aliciae,"Warren, Hutchinson",1988a,"Warren, Hutchinson (1988a)",QM,F12282,QM F12282,Holotype,Australia,Australia,Disputed (genus),
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Watsonisuchus,aliciae,Watsonisuchus aliciae,,,,n/a,n/a,n/a,n/a,n/a,n/a,Outdated combination,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Watsonisuchus,gunganj,Watsonisuchus gunganj,Warren,1980,Warren (1980),QM,F.60227,QM F.60227,Holotype,Australia,Australia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Watsonisuchus,magnus,Watsonisuchus magnus,Ochev,1966,Ochev (1966),CAMZM,T.173,CAMZM T.16,Holotype,UK,South Africa,Valid,previously DMSW B.122
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Watsonisuchus,rewanensis,Watsonisuchus rewanensis,Warren,1980,Warren (1980),QM,F.6571,QM F.6571,Holotype,Australia,Australia,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Weissia,bavarica,Weissia bavarica,Branco,1847,Branco (1847),n/a,n/a,n/a,n/a,n/a,n/a,Outdated combination,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Wellesaurus,bussoni,Wellesaurus bussoni,Lehman,1971,Lehman (1971),MNHN,30,MNHN ZAR 30,Holotype,France,Algeria,Nomen dubium,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,,,Capitosauroidea,Wellesaurus,peabodyi,Wellesaurus peabodyi,"Welles, Cosgriff",1965,"Welles, Cosgriff (1965)",UCMP,36058,UCMP 36058,Holotype,USA,USA,"Disputed (genus, species)",sometimes considered synonymous with Stanocephalosaurus birdi 
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Wetlugasauridae,Wetlugasaurinae,Wetlugasauridae,Wetlugasaurus,angustifrons,Wetlugasaurus angustifrons,Riabinin,1930,Riabinin (1930),CNIGR,3417,CNIGR 332/1,Holotype,Russia,Russia,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Wetlugasaurus,cornutus,Wetlugasaurus cornutus,Efremov,1940,Efremov (1940),PIN,155/2,PIN 155/2,Holotype,Russia,Russia,Junior synonym,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Wetlugasaurus,kalajevi,Wetlugasaurus kalajevi,Kuz'min,1937,Kuz'min (1937),PIN,155/11,PIN 155/11,Holotype,Russia,Russia,Junior synonym,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Wetlugasaurus,kzilsajensis,Wetlugasaurus kzilsajensis,Ochev,1966,Ochev (1966),SGU,104/75,SGU 104/75,Holotype,Russia,Russia,Junior synonym,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Wetlugasauridae,Wetlugasaurinae,Wetlugasauridae,Wetlugasaurus,malachovi,Wetlugasaurus malachovi,Novikov,1990,Novikov (1990),PIN,4333/1,PIN 4333/1,Holotype,Russia,Russia,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Wetlugasaurus,milloti,Wetlugasaurus milloti,Lehman,1961,Lehman (1961),MNHN,MAE 3002,MNHN MAE 3002,Holotype,France,Madagascar,Junior synonym,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Wetlugasaurus,samarensis,Wetlugasaurus samarensis,Sennikov,1981,Sennikov (1981),PIN,1277/1,PIN 1277/1,Holotype,Russia,Russia,Outdated combination,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Wetlugasauridae,Wetlugasaurinae,Wetlugasauridae,Wetlugasaurus,vjatkensis,Wetlugasaurus vjatkensis,Gubin,1987,Gubin (1987),CNIGR,332/1,CNIGR 2169/1,Holotype,Russia,Russia,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Wetlugasaurus,volgensis,Wetlugasaurus volgensis,"Hartmann-Weinberg, Kuz'min",1936,"Hartmann-Weinberg, Kuz'min (1936)",PIN,155/60,PIN 155/60,Holotype,Russia,Russia,Junior synonym,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Xenobrachyops,allos,Xenobrachyops allos,Howie,1972,Howie (1972),QM,F.6572,QM F.6572,Holotype,Australia,Australia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Capitosauridae,N/A,Capitosauridae,Xenotosuchus,africanus,Xenotosuchus africanus,"Morales, Shishkin",2002,"Morales, Shishkin (2002)",SAM-PK,2360,SAM-PK-2360,Holotype,South Africa,South Africa,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,Credner,1881,Credner (1881),LFUG-SS,13612 + 13613,LFUG-SS 13612 + 13613,Lectotype,Germany,Germany,Valid,"formerly SCD-S 756, 769"
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Xestorrhytias,perrini,Xestorrhytias perrini,von Meyer,1855,von Meyer (1855),MNHN,R.165,MNHN R.165,Holotype,France,France,Junior synonym,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Benthosuchidae,N/A,Benthosuchidae,Yarengia,perplexa,Yarengia perplexa,Shishkin,1960b,Shishkin (1960b),PIN,1584/5,PIN 1584/5,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Yuanansuchus,laticeps,Yuanansuchus laticeps,"Liu, Wang",2005,"Liu, Wang (2005)",IVPP,V 13463,IVPP V 13463,Holotype,China,China,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Yuanansuchus,maopingchangensis,Yuanansuchus maopingchangensis,Liu,2016,Liu (2016),IVPP,V 22628,IVPP V 22628,Holotype,China,China,Valid,
Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Zatrachys,conchigerus,Zatrachys conchigerus,Cope,1896c,Cope (1896c),AMNH,FARB 4590,AMNH FARB 4589,Holotype,USA,USA,Nomen dubium,
Temnospondyli,Rhachitomi,N,N,N/A,N/A,N/A,Zatracheidae,N/A,Zatracheidae,Zatrachys,serratus,Zatrachys serratus,Cope,1878,Cope (1878),AMNH,FARB 4589,AMNH FARB 4586,Neotype,USA,USA,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,Cacopinae,Dissorophidae,Zygosaurus,lucius,Zygosaurus lucius,Eichwald,1848,Eichwald (1848),unknown,unknown,unknown,Holotype,unknown,Russia,Valid,"holotype lost, no specimen number given by Eichwald (1848); cast at MB (Germany)"
