Index,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Clade4,Superfamily,Clade5,Family,Subfamily,LowestClade,Genus,Species,Taxon,Institution,Number,Specimen,Includes,Status,Geography,Assemblage.Zone,Group,Horizon,Formation,Epoch_lower,Epoch_upper,Site.name,Site.code,References,Notes
9221,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1802,GPIM N1802,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9222,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1803,GPIM N1803,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9223,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1804,GPIM N1804,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9224,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1805,GPIM N1805,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9225,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1806,GPIM N1806,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9226,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1807,GPIM N1807,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9227,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1808,GPIM N1808,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9228,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1809,GPIM N1809,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9229,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1810,GPIM N1810,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9230,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1811,GPIM N1811,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9231,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1812,GPIM N1812,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9232,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1813,GPIM N1813,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9233,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1814,GPIM N1814,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9234,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1815,GPIM N1815,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9235,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1816,GPIM N1816,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9236,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1817,GPIM N1817,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9237,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1818,GPIM N1818,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9238,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1819,GPIM N1819,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9239,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1820,GPIM N1820,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9240,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1821,GPIM N1821,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9241,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1822,GPIM N1822,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9242,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1823,GPIM N1823,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9243,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1824,GPIM N1824,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9244,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1825,GPIM N1825,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9245,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1826,GPIM N1826,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9246,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1827,GPIM N1827,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9247,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1828,GPIM N1828,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9248,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1829,GPIM N1829,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9249,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1830,GPIM N1830,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9250,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1831,GPIM N1831,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9251,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1832,GPIM N1832,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9252,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1833,GPIM N1833,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9253,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1834,GPIM N1834,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9254,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1835,GPIM N1835,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9255,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1836,GPIM N1836,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9256,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1837,GPIM N1837,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9257,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1838,GPIM N1838,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9258,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1839,GPIM N1839,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9259,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,GPIM,N1840,GPIM N1840,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006); Fröbisch et al. (2007),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here; Fröbisch et al. state this is from the Upper Carboniferous ""Kusel locality"" near Erdesbach, which seems erroneous"
9260,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,LDM,N-9u2,LDM-N-9u2,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Fröbisch (2006),"originally referred to 'Apateon gracilis', not listed in revision as X. gracilis by Schoch & Werneburg (2023) but listed as such here"
9261,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,LFUG-RS,14770,LFUG-RS 14770,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Werneburg (2023),
9262,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,LFUG-RS,14775,LFUG-RS 14775,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Werneburg (2023),
9263,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,LFUG-RS,14782,LFUG-RS 14782,unspecified,referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Werneburg (2023),
9264,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,LFUG-RS,14783,LFUG-RS 14783,partial/complete skull (unspecified),referred,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Werneburg (2023),
9265,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,LFUG-SS,13612,LFUG-SS 13612,partial skull,lectotype,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Werneburg (2023),"part/countepart with LFUG-SS 13613, formerly SCD-S 756, 759"
9266,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,LFUG-SS,13613,LFUG-SS 13613,unspecified,lectotype,Germany,N/A,Lower Rotliegend,N/A,Niederhäslich-Schweinsdorf Formation,Cisuralian,Cisuralian,Niederhäslich,,Schoch & Werneburg (2023),"part/countepart with LFUG-SS 13612, formerly SCD-S 756, 759"
