Index,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Clade4,Superfamily,Clade5,Family,Subfamily,LowestClade,Genus,Species,Taxon,Institution,Number,Specimen,Includes,Status,Geography,Assemblage.Zone,Group,Horizon,Formation,Epoch_lower,Epoch_upper,Site.name,Site.code,References,Notes
2077,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,N/A,Rhytidosteidae,Mahavisaurus,dentatus,Mahavisaurus dentatus,MNHN,MAE 3048,MNHN MAE 3048,"skul, partial mandible, anterior trunk",referred,Madagascar,N/A,Sakamena Group,N/A,Sakamena Formation,Lower Triassic,Lower Triassic,near Ambatobe,,Maganuco et al. (2014),holotype of 'Lyrosaurus australis'
2078,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,N/A,Rhytidosteidae,Mahavisaurus,dentatus,Mahavisaurus dentatus,MNHN,MAE 3049,MNHN MAE 3049,nearly complete right mandible,referred,Madagascar,N/A,Sakamena Group,N/A,Sakamena Formation,Lower Triassic,Lower Triassic,Mahatsara,,Maganuco et al. (2014),
2079,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,N/A,Rhytidosteidae,Mahavisaurus,dentatus,Mahavisaurus dentatus,MNHN,MAE 3050,MNHN MAE 3050,"partial skull, partial mandible",referred,Madagascar,N/A,Sakamena Group,N/A,Sakamena Formation,Lower Triassic,Lower Triassic,Ambodipo,,Maganuco et al. (2014),locality originally listed as 'Ambondipo'
2080,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,N/A,N/A,Metoposauridae indet.,MNHN,MAI-1,MNHN MAI-1,interclavicle fragments,referred,Madagascar,N/A,Isalo Group,N/A,unknown,Upper Triassic,Upper Triassic,Folakara area,,Dutuit (1978); Fortuny et al. (2019),syntype of 'Metoposaurus hoffmani'; precise stratigraphic occurrence unknown; specimen apparently now lost
2081,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,N/A,N/A,Metoposauridae indet.,MNHN,MAI-103,MNHN MAI-103,right postparietal,referred,Madagascar,N/A,Isalo Group,N/A,unknown,Upper Triassic,Upper Triassic,Folakara area,,Fortuny et al. (2019),precise stratigraphic occurrence unknown
2082,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,N/A,N/A,Metoposauridae indet.,MNHN,MAI-113,MNHN MAI-113,left postparietal,referred,Madagascar,N/A,Isalo Group,N/A,unknown,Upper Triassic,Upper Triassic,Folakara area,,Fortuny et al. (2019),precise stratigraphic occurrence unknown
2083,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,N/A,N/A,Metoposauridae indet.,MNHN,MAI-114,MNHN MAI-114,intercentrum (presacral),referred,Madagascar,N/A,Isalo Group,N/A,unknown,Upper Triassic,Upper Triassic,Folakara area,,Fortuny et al. (2019),precise stratigraphic occurrence unknown
2084,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,N/A,N/A,Stereospondyli indet.,MNHN,MAI-115,MNHN MAI-115,partial interclavicle,referred,Madagascar,N/A,Isalo Group,N/A,unknown,Upper Triassic,Upper Triassic,Folakara area,,Fortuny et al. (2019),precise stratigraphic occurrence unknown
2085,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,N/A,N/A,Metoposauridae indet.,MNHN,MAI-2,MNHN MAI-2,cranial fragment,referred,Madagascar,N/A,Isalo Group,N/A,unknown,Upper Triassic,Upper Triassic,Folakara area,,Dutuit (1978); Fortuny et al. (2019),syntype of 'Metoposaurus hoffmani'; precise stratigraphic occurrence unknown
2086,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,N/A,N/A,Metoposauridae indet.,MNHN,MAI-3,MNHN MAI-3,cranial fragment,referred,Madagascar,N/A,Isalo Group,N/A,unknown,Upper Triassic,Upper Triassic,Folakara area,,Dutuit (1978); Fortuny et al. (2019),syntype of 'Metoposaurus hoffmani'; precise stratigraphic occurrence unknown; specimen apparently now lost
2087,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,N/A,N/A,Metoposauridae indet.,MNHN,MAI-4,MNHN MAI-4,palatal fragment,referred,Madagascar,N/A,Isalo Group,N/A,unknown,Upper Triassic,Upper Triassic,Folakara area,,Dutuit (1978); Fortuny et al. (2019),syntype of 'Metoposaurus hoffmani'; precise stratigraphic occurrence unknown
2088,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,N/A,N/A,Metoposauridae indet.,MNHN,MAI-66,MNHN MAI-66,intercentrum (presacral),referred,Madagascar,N/A,Isalo Group,N/A,unknown,Upper Triassic,Upper Triassic,Folakara area,,Fortuny et al. (2019),precise stratigraphic occurrence unknown
2089,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,N/A,N/A,Metoposauridae indet.,MNHN,MAI-67,MNHN MAI-67,intercentrum (presacral),referred,Madagascar,N/A,Isalo Group,N/A,unknown,Upper Triassic,Upper Triassic,Folakara area,,Fortuny et al. (2019),precise stratigraphic occurrence unknown
2090,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,N/A,N/A,Metoposauridae indet.,MNHN,MAI-68,MNHN MAI-68,intercentrum (caudal),referred,Madagascar,N/A,Isalo Group,N/A,unknown,Upper Triassic,Upper Triassic,Folakara area,,Fortuny et al. (2019),precise stratigraphic occurrence unknown
2091,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,N/A,N/A,Metoposauridae indet.,MNHN,MAI-70,MNHN MAI-70,intercentrum (caudal),referred,Madagascar,N/A,Isalo Group,N/A,unknown,Upper Triassic,Upper Triassic,Folakara area,,Fortuny et al. (2019),precise stratigraphic occurrence unknown
2092,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,N/A,N/A,Metoposauridae indet.,MNHN,MAI-72,MNHN MAI-72,intercentrum (presacral),referred,Madagascar,N/A,Isalo Group,N/A,unknown,Upper Triassic,Upper Triassic,Folakara area,,Fortuny et al. (2019),precise stratigraphic occurrence unknown
2093,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,N/A,N/A,Metoposauridae indet.,MNHN,MAI-74,MNHN MAI-74,intercentrum (presacral),referred,Madagascar,N/A,Isalo Group,N/A,unknown,Upper Triassic,Upper Triassic,Folakara area,,Fortuny et al. (2019),precise stratigraphic occurrence unknown
2094,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,N/A,N/A,Metoposauridae indet.,MNHN,MAI-75,MNHN MAI-75,intercentrum,referred,Madagascar,N/A,Isalo Group,N/A,unknown,Upper Triassic,Upper Triassic,Folakara area,,Fortuny et al. (2019),precise stratigraphic occurrence unknown
2095,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,N/A,N/A,Metoposauridae indet.,MNHN,MAI-76,MNHN MAI-76,intercentrum (presacral),referred,Madagascar,N/A,Isalo Group,N/A,unknown,Upper Triassic,Upper Triassic,Folakara area,,Fortuny et al. (2019),precise stratigraphic occurrence unknown
2096,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,N/A,N/A,Metoposauridae indet.,MNHN,MAI-77,MNHN MAI-77,intercentrum (presacral),referred,Madagascar,N/A,Isalo Group,N/A,unknown,Upper Triassic,Upper Triassic,Folakara area,,Fortuny et al. (2019),precise stratigraphic occurrence unknown
2097,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,N/A,N/A,Metoposauridae indet.,MNHN,MAI-79,MNHN MAI-79,intercentrum (presacral),referred,Madagascar,N/A,Isalo Group,N/A,unknown,Upper Triassic,Upper Triassic,Folakara area,,Fortuny et al. (2019),precise stratigraphic occurrence unknown
2098,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,N/A,N/A,Metoposauridae indet.,MNHN,MAI-81,MNHN MAI-81,intercentrum (presacral),referred,Madagascar,N/A,Isalo Group,N/A,unknown,Upper Triassic,Upper Triassic,Folakara area,,Fortuny et al. (2019),precise stratigraphic occurrence unknown
2099,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,N/A,N/A,Metoposauridae indet.,MNHN,MAI-85,MNHN MAI-85,intercentrum (presacral),referred,Madagascar,N/A,Isalo Group,N/A,unknown,Upper Triassic,Upper Triassic,Folakara area,,Fortuny et al. (2019),precise stratigraphic occurrence unknown
2100,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,N/A,N/A,Metoposauridae indet.,MNHN,MAI-86,MNHN MAI-86,intercentrum (presacral),referred,Madagascar,N/A,Isalo Group,N/A,unknown,Upper Triassic,Upper Triassic,Folakara area,,Fortuny et al. (2019),precise stratigraphic occurrence unknown
2101,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,N/A,N/A,Metoposauridae indet.,MNHN,MAI-87,MNHN MAI-87,intercentrum (presacral),referred,Madagascar,N/A,Isalo Group,N/A,unknown,Upper Triassic,Upper Triassic,Folakara area,,Fortuny et al. (2019),precise stratigraphic occurrence unknown
2102,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,N/A,N/A,Metoposauridae indet.,MNHN,MAI-93,MNHN MAI-93,left exoccipital,referred,Madagascar,N/A,Isalo Group,N/A,unknown,Upper Triassic,Upper Triassic,Folakara area,,Fortuny et al. (2019),precise stratigraphic occurrence unknown
2103,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,N/A,N/A,Stereospondyli indet.,MNHN,MAI-96,MNHN MAI-96,partial interclavicle,referred,Madagascar,N/A,Isalo Group,N/A,unknown,Upper Triassic,Upper Triassic,Folakara area,,Fortuny et al. (2019),precise stratigraphic occurrence unknown
2104,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,N/A,N/A,Metoposauridae indet.,MNHN,MAI-98,MNHN MAI-98,right exoccipital,referred,Madagascar,N/A,Isalo Group,N/A,unknown,Upper Triassic,Upper Triassic,Folakara area,,Fortuny et al. (2019),precise stratigraphic occurrence unknown
2105,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,N/A,N/A,Mastodonsauridae indet.,MNHN,R.165,MNHN R.165,partial skull,referred,France,N/A,Muschelkalk,N/A,Wellenkalk Formation,Middle Triassic,Middle Triassic,Luneville,,Schoch & Milner (2000); Damiani (2001a),holotype of 'Xestorrhytias perrini'
2106,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Edingerella,madagascariensis,Edingerella madagascariensis,MNHN,RHMA02,MNHN RHMA02,skull (cast of uncatalogued RHMA specimen),referred,Madagascar,N/A,Sakamena Group,N/A,Sakamena Formation,Lower Triassic,Lower Triassic,Madiromiary,,Maganuco et al. (2009),
2107,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,N/A,Rhytidosteidae,Mahavisaurus,dentatus,Mahavisaurus dentatus,MNHN,RHMAE03,MNHN RHMAE03,"partial skull, partial mandible",referred,Madagascar,N/A,Sakamena Group,N/A,Sakamena Formation,Lower Triassic,Lower Triassic,unknown,,Maganuco et al. (2014),cast; thought to be from near Anaborano Ifasy
2108,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,N/A,Rhytidosteidae,Peltostega,cf. erici,Peltostega cf. erici,MNHN,SVT 350,MNHN SVT 350,cranial fragments,referred,Norway,N/A,N/A,N/A,Kongressfjellet Formation,Lower Triassic,Lower Triassic,Mt. Milne Edwards,,Janvier (1983); Schoch & Milner (2000),
2109,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,N/A,Rhytidosteidae,Peltostega,cf. erici,Peltostega cf. erici,MNHN,SVT 351,MNHN SVT 351,cranial fragment,referred,Norway,N/A,N/A,N/A,Kongressfjellet Formation,Lower Triassic,Lower Triassic,Mt. Milne Edwards,,Janvier (1983); Schoch & Milner (2000),
2110,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,N/A,Rhytidosteidae,Peltostega,cf. erici,Peltostega cf. erici,MNHN,SVT 352,MNHN SVT 352,cranial fragment,referred,Norway,N/A,N/A,N/A,Kongressfjellet Formation,Lower Triassic,Lower Triassic,Mt. Ibsen,,Janvier (1983); Schoch & Milner (2000),
2111,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Lyrocephaliscus,euri,Lyrocephaliscus euri,MNHN,SVT.520,MNHN SVT.520,"partial skull, anterior postcranial skeleton",referred,Norway,N/A,unspecified,N/A,unspecified,Lower Triassic,Lower Triassic,Tschermackfjellet,,Mazin & Janvier (1983),
2112,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,N/A,Rhytidosteidae,Mahavisaurus,dentatus,Mahavisaurus dentatus,MNHN,V6238,MNHN V6238,nearly complete skull,referred,Madagascar,N/A,Sakamena Group,N/A,Sakamena Formation,Lower Triassic,Lower Triassic,unknown,,Maganuco et al. (2014),cast; thought to be from near Anaborano Ifasy
2113,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,N/A,Rhytidosteidae,Mahavisaurus,dentatus,Mahavisaurus dentatus,MNHN,V6239,MNHN V6239,nearly complete skull,referred,Madagascar,N/A,Sakamena Group,N/A,Sakamena Formation,Lower Triassic,Lower Triassic,unknown,,Maganuco et al. (2014),cast; thought to be from near Anaborano Ifasy
2114,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paracyclotosauridae,N/A,Paracyclotosauridae,Stanocephalosaurus,amenasensis,Stanocephalosaurus amenasensis,MNHN,3,MNHN ZAR 03,nearly complete skull,holotype,Algeria,N/A,ZarzaГЇtine Series,N/A,"""Formation 0""",Lower Triassic,Middle Triassic,La ReculГ©e,,Dahoumane et al. (2016),refer to Dahoumane et al. for nomenclature of the sedimentary unit
2115,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paracyclotosauridae,N/A,Paracyclotosauridae,Stanocephalosaurus,amenasensis,Stanocephalosaurus amenasensis,MNHN,4,MNHN ZAR 04,nearly complete skull,referred,Algeria,N/A,ZarzaГЇtine Series,N/A,"""Formation 0""",Lower Triassic,Middle Triassic,La ReculГ©e,,Dahoumane et al. (2016),refer to Dahoumane et al. for nomenclature of the sedimentary unit
2116,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paracyclotosauridae,N/A,Paracyclotosauridae,Stanocephalosaurus,amenasensis,Stanocephalosaurus amenasensis,MNHN,5,MNHN ZAR 05,nearly complete skull,referred,Algeria,N/A,ZarzaГЇtine Series,N/A,"""Formation 0""",Lower Triassic,Middle Triassic,La ReculГ©e,,Arbez et al. (2017),refer to Dahoumane et al. for nomenclature of the sedimentary unit
2117,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,N/A,N/A,Capitosauroidea indet.,MNHN,30,MNHN ZAR 30,partial skull,referred,Algeria,N/A,ZarzaГЇtine Series,N/A,"""Formation 0""",Lower Triassic,Middle Triassic,"near Gour Laoud (""site 5005"")",,Lehman (1971); Schoch & Milner (2000); Dahoumane et al. (2016),holotype of 'Wellesaurus bussoni'; refer to Dahoumane et al. for nomenclature of the sedimentary unit
2118,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,N/A,N/A,Capitosauroidea indet.,MNHN,31,MNHN ZAR 31,partial skull,referred,Algeria,N/A,ZarzaГЇtine Series,N/A,"""Formation 0""",Lower Triassic,Middle Triassic,"near Gour Laoud (""site 5005"")",,Lehman (1971); Schoch & Milner (2000); Dahoumane et al. (2016),"skull 'A' of Lehman; syntype of 'Stanocephalosaurus lapparenti'; sometimes considered valid but imporperly placed at genus-level (e.g., Damiani, 2001); refer to Dahoumane et al. for nomenclature of the sedimentary unit"
2119,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,N/A,N/A,Capitosauroidea indet.,MNHN,32,MNHN ZAR 32,partial skull,referred,Algeria,N/A,ZarzaГЇtine Series,N/A,"""Formation 0""",Lower Triassic,Middle Triassic,"near Gour Laoud (""site 5005"")",,Lehman (1971); Schoch & Milner (2000); Dahoumane et al. (2016),"skull 'B' of Lehman; syntype of 'Stanocephalosaurus lapparenti'; sometimes considered valid but imporperly placed at genus-level (e.g., Damiani, 2001); refer to Dahoumane et al. for nomenclature of the sedimentary unit"
2120,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,N/A,N/A,Brachyopidae indet.,MNHN,55,MNHN ZAR 55,cranial fragment,referred,Algeria,N/A,ZarzaГЇtine Series,N/A,"""Formation 0""",Lower Triassic,Middle Triassic,unspecified,,Jalil (1994); Warren & Marsicano (2000); Schoch & Milner (2014),referred to Hadrokkosaurus by Jalil (1994) but listed as Brachyopidae indet. by Warren & Marsicano and as ?Vigiilius sp. by Schoch & Milner
2121,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,N/A,N/A,Brachyopidae indet.,MNHN,56,MNHN ZAR 56,cranial fragment,referred,Algeria,N/A,ZarzaГЇtine Series,N/A,"""Formation 0""",Lower Triassic,Middle Triassic,unspecified,,Jalil (1994); Warren & Marsicano (2000); Schoch & Milner (2014),referred to Hadrokkosaurus by Jalil (1994) but listed as Brachyopidae indet. by Warren & Marsicano and as ?Vigiilius sp. by Schoch & Milner
2122,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,N/A,N/A,Brachyopidae indet.,MNHN,65,MNHN ZAR 65,isolated tooth,referred,Algeria,N/A,ZarzaГЇtine Series,N/A,"""Formation 0""",Lower Triassic,Middle Triassic,unspecified,,Jalil (1994); Schoch & Milner (2014),following treatment of other Algerian specimens of Jalil (1994)
2123,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,N/A,N/A,Brachyopidae indet.,MNHN,66,MNHN ZAR 66,isolated tooth,referred,Algeria,N/A,ZarzaГЇtine Series,N/A,"""Formation 0""",Lower Triassic,Middle Triassic,unspecified,,Jalil (1994); Schoch & Milner (2014),following treatment of other Algerian specimens of Jalil (1994)
2124,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,N/A,N/A,Brachyopidae indet.,MNHN,67,MNHN ZAR 67,isolated tooth,referred,Algeria,N/A,ZarzaГЇtine Series,N/A,"""Formation 0""",Lower Triassic,Middle Triassic,unspecified,,Jalil (1994); Schoch & Milner (2014),following treatment of other Algerian specimens of Jalil (1994)
2125,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus,fayoli,Anthracobamus fayoli,MNHNP-COM,"188a, b","MNHNP-COM-188a, b","nearly complete skull, anterior postcranium",referred,France,N/A,unspecified,N/A,unspecified,Upper Pennsylvanian,Upper Pennsylvanian,Commentry,,Werneburg (2019),
2126,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus,fayoli,Anthracobamus fayoli,MNHNP-COM,191,MNHNP-COM-191,"nearly complete skull, partial mandibles, anterior postcranium",referred,France,N/A,unspecified,N/A,unspecified,Upper Pennsylvanian,Upper Pennsylvanian,Commentry,,Werneburg (2019),
2127,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus,fayoli,Anthracobamus fayoli,MNHNP-COM,200,MNHNP-COM-200,"partial skull, ventral scales",referred,France,N/A,unspecified,N/A,unspecified,Upper Pennsylvanian,Upper Pennsylvanian,Commentry,,Werneburg (2019),
2128,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus,fayoli,Anthracobamus fayoli,MNHNP-COM,205,MNHNP-COM-205,"nearly complete skull, partial mandibles, humerus, femur, ilium",referred,France,N/A,unspecified,N/A,unspecified,Upper Pennsylvanian,Upper Pennsylvanian,Commentry,,Werneburg (2019),
2129,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus,fayoli,Anthracobamus fayoli,MNHNP-COM,206,MNHNP-COM-206,"partial skull, partial postcranium",holotype,France,N/A,unspecified,N/A,unspecified,Upper Pennsylvanian,Upper Pennsylvanian,Commentry,,Werneburg (2019),
2130,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus,fayoli,Anthracobamus fayoli,MNHNP-COM,221,MNHNP-COM-221,"partial skull, partial mandible, pectoral girdle, pelvic girdle",referred,France,N/A,unspecified,N/A,unspecified,Upper Pennsylvanian,Upper Pennsylvanian,Commentry,,Werneburg (2019),
2131,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus,fayoli,Anthracobamus fayoli,MNHNP-COM,224,MNHNP-COM-224,"partial skull, pectoral girdle, ilium",referred,France,N/A,unspecified,N/A,unspecified,Upper Pennsylvanian,Upper Pennsylvanian,Commentry,,Werneburg (2019),
2132,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus,fayoli,Anthracobamus fayoli,MNHNP-COM,232,MNHNP-COM-232,partial skull,referred,France,N/A,unspecified,N/A,unspecified,Upper Pennsylvanian,Upper Pennsylvanian,Commentry,,Werneburg (2019),
2133,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus,fayoli,Anthracobamus fayoli,MNHNP-COM,233,MNHNP-COM-233,"partial skull, trunk, femur",referred,France,N/A,unspecified,N/A,unspecified,Upper Pennsylvanian,Upper Pennsylvanian,Commentry,,Werneburg (2019),
2134,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus,fayoli,Anthracobamus fayoli,MNHNP-COM,234,MNHNP-COM-234,nearly complete skull,referred,France,N/A,unspecified,N/A,unspecified,Upper Pennsylvanian,Upper Pennsylvanian,Commentry,,Werneburg (2019),
2135,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus,fayoli,Anthracobamus fayoli,MNHNP-COM,245,MNHNP-COM-245,"partial skull, partial mandible",referred,France,N/A,unspecified,N/A,unspecified,Upper Pennsylvanian,Upper Pennsylvanian,Commentry,,Werneburg (2019),
2136,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus,fayoli,Anthracobamus fayoli,MNHNP-COM,250,MNHNP-COM-250,"partial skull, partial mandible",referred,France,N/A,unspecified,N/A,unspecified,Upper Pennsylvanian,Upper Pennsylvanian,Commentry,,Werneburg (2019),
2137,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus,fayoli,Anthracobamus fayoli,MNHNP-COM,260,MNHNP-COM-260,"nearly complete skull, mandibles, pectoral girdle, forelimbs, ilia, hindlimbs",referred,France,N/A,unspecified,N/A,unspecified,Upper Pennsylvanian,Upper Pennsylvanian,Commentry,,Werneburg (2019),
2138,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus,fayoli,Anthracobamus fayoli,MNHNP-COM,262,MNHNP-COM-262,"pectoral girdle, humerus",referred,France,N/A,unspecified,N/A,unspecified,Upper Pennsylvanian,Upper Pennsylvanian,Commentry,,Werneburg (2019),part/counterpart with MNHNP вЂ“ COM 264
2139,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus,fayoli,Anthracobamus fayoli,MNHNP-COM,263,MNHNP-COM-263,"partial skull, anterior postcranium",referred,France,N/A,unspecified,N/A,unspecified,Upper Pennsylvanian,Upper Pennsylvanian,Commentry,,Werneburg (2019),
2140,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Anthracobamus,fayoli,Anthracobamus fayoli,MNHNP-COM,264,MNHNP-COM-264,"pectoral girdle, humerus",referred,France,N/A,unspecified,N/A,unspecified,Upper Pennsylvanian,Upper Pennsylvanian,Commentry,,Werneburg (2019),part/counterpart with MNHNP вЂ“ COM 262
